Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
1222700640,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF50+ PA++++ Super Block Hasaki Sản Phẩm Chính Hãng,"90,0k",100k+,HASAKI VIETNAM,4%,₫3.600,https://shopee.vn/product/18644537/1222700640,https://s.shopee.vn/9AKxliK9YX
41000898713,Kính mát nữ dáng mắt mèo chống tia UV40 thời trang hè 2025 k162,"26,0k",10k+,C&H Store,9%,₫2.337,https://shopee.vn/product/111519175/41000898713,https://s.shopee.vn/8fOhAnM3ZS
26461731869,[GIFT] Dây dán Velcro Jisulife làm gọn dây sạc quạt,"14,7k",40k+,Jisulife VN Official Store ,4%,₫588,https://shopee.vn/product/1048287205/26461731869,https://s.shopee.vn/8pi7N6LQEV
23974466868,Calem.Club- Quần Jeans Ống Suông Ver 1 nhiều màu tôn dáng form unisex nam nữ,"179,0k",1tr+,CALEM.CLUB,14%,₫25.060,https://shopee.vn/product/10909571/23974466868,https://s.shopee.vn/8KlqmBNKFQ
44122600556,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,"370,0k",50k+,3CE Official Store,9%,₫33.300,https://shopee.vn/product/1362679168/44122600556,https://s.shopee.vn/8V5GyUMguT
41621531020,"Điện thoại OPPO A6 Pro 4G (8GB/128GB) có NFC, nhân bản ứng dụng, AI Camera - Bảo hành 24 tháng","7,8tr",685,OPPO Official Store,6%,₫467.400,https://shopee.vn/product/25452983/41621531020,https://s.shopee.vn/8090NZOavO
24201695768,"Kẽm Nhung Loại 1 Dày Đẹp Làm Hoa, Làm Đồ Handmade","5,3k",400k+,GOSHEN SHOP,15%,₫794,https://shopee.vn/product/630464896/24201695768,https://s.shopee.vn/8ASQZsNxaR
24638195981,Lông Mi giả tự dính không cần dùng keo (Ảnh shop tự chụp ) - thế hệ mới có thể tái sử dụng nhiều lần ( bao bì mới ),"8,8k",200k+,Người đẹp bán mi,7%,₫617,https://shopee.vn/product/87956478/24638195981,https://s.shopee.vn/AKWv9rFiBs
23380299574,"[1 Cặp] Miếng dán ngực silicon nhiệt tự thân không keo, dán ti siêu dính bảo vệ nhũ hoa Adore Việt Nam","40,0k",100k+,Adore Việt Nam,15%,₫6.000,https://shopee.vn/product/1074211203/23380299574,https://s.shopee.vn/AUqLMAF4qv
27810253816,"Son kem nhung thuần chay, nhẹ môi BBIA Last Velvet Tint Re-new Version 5g","189,0k",70k+,Bbia Official Store,9%,₫17.010,https://shopee.vn/product/9277307/27810253816,https://s.shopee.vn/9zu4lFGyrq
40528491460,"Yến mạch Cán Vỡ (Cán Nát) DK Harvest Nhập Khẩu Úc - Có CO/CQ - Thơm Mới, Dễ Ăn, Thích hợp eatclean, thực dưỡng, ăn chay","68,0k",60k+,DK HARVEST OFFICIAL STORE,14%,₫9.520,https://shopee.vn/product/273650958/40528491460,https://s.shopee.vn/AADUxYGLWt
25046628827,Quần Yếm Jeans SSS.A Form Unisex Túi Rộng Cá Tính | SSSTore.Aesthetic,"349,0k",10k+,SSSTore.Aesthetic,18%,₫62.820,https://shopee.vn/product/47019244/25046628827,https://s.shopee.vn/9fHEMdIFXo
