Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
22466792366,"Vợt cầu lông Kumpoo K520pro chính hãng, căng sẵn 11kg tặng kèm bao đựng và quấn cán","490,0k",60k+,LA_Sport,9%,₫44.100,https://shopee.vn/product/148571236/22466792366,https://s.shopee.vn/gM9dxHf8r
24841616588,"Khăn giấy cao cấp TopGia Đa Sắc 4 bịch, giấy rút treo tường 1280 tờ 4 lớp bằng bột gỗ nguyên sinh","109,0k",264,TopGia VN,14%,₫15.260,https://shopee.vn/product/86709020/24841616588,https://s.shopee.vn/1BIQEsFl7y
26843832963,"Quạt Cầm Tay Mini Aecooly AirGimbal Quạt cầm tay cầm tayQuạt ống khí Turbo mạnh mẽ丨Portable Handheld Fan Tốc độ cao 15000 vòng / phút, Thời gian làm mát tối đa 15 giờ, Thiết kế bỏ túi Mini 5 tốc độ","299,0k",1k+,Aecooly.vn,14%,₫41.860,https://shopee.vn/product/1618729021/26843832963,https://s.shopee.vn/10z02ZGOSx
22827597610,"Khăn Tắm 70x140cm, 60x120cm, 50x100cm LOTUS TOWEL 100% Cotton Cao Cấp Mềm Mịn Thấm Hút Siêu Bền","59,0k",70k+,LotusTowel,14%,₫8.260,https://shopee.vn/product/876049745/22827597610,https://s.shopee.vn/BPt32JZ9o
23484995232,Bình Giữ Nhiệt INOX 316 1200ml Giữ Nhiệt 24h An Toàn Sức Khoẻ Khi Sử Dụng - NENON,"345,0k",20k+,NENON Official,9%,₫31.050,https://shopee.vn/product/747450804/23484995232,https://s.shopee.vn/16SqjKCUn
14976904488,Nước Xả Vải DOWNY Hương Nước Hoa Cao Cấp/ Chống Khuẩn Nhiều Mùi Hương Túi 3.8L-4L,"307,0k",80k+,P&G Giặt Xả Vải,8%,₫24.560,https://shopee.vn/product/148910286/14976904488,https://s.shopee.vn/W2jReIITu
26407343464,"Quạt Tích Điện Lồng Sắt 2 Nấc. Dùng Liên Tục 8H, Quạt Pin Tích Điện, Quạt Để Bàn Tích Điện 2 Cấp Độ Gió Siêu Mát","280,0k",3k+,HomeCare Signature 🚿&🔥,6%,₫16.800,https://shopee.vn/product/1321941631/26407343464,https://s.shopee.vn/LjJFLIvot
28021832693,Thùng 10 gói khăn uớt 80 tờ Gumi không cồn không parabens cao cấp dành cho em bé,"159,5k",70k+,Gumi Hồ Chí Minh,14%,₫22.330,https://shopee.vn/product/864405042/28021832693,https://s.shopee.vn/2BAxQiBx6G
24784419313,"Máy Xay Sinh Tố Máy Xay Cầm Tay 12 Lưỡi Dao Dung Tích Lớn 340 ML, Nắp Đôi","208,0k",8k+,ONR Thiết bị gia dụng _VN,14%,₫29.120,https://shopee.vn/product/1325233045/24784419313,https://s.shopee.vn/20rXEPCaRF
26618832095,Khăn giấy rút Top Gia GiaGia treo tường đa năng 1000 tờ 4 lớp tặng 3 móc treo,"100,0k",300k+,TopGia HCM,14%,₫14.000,https://shopee.vn/product/729014007/26618832095,https://s.shopee.vn/2VnnpKAgQM
24611159469,Gậy chụp hình Selfie P180/P185 cầm tay quay video xoay 360 độ cao 1.8m hãng xịn 4 chân siêu chắc chắn quay livestream,"266,0k",2k+,Coronal grid,9%,₫23.940,https://shopee.vn/product/116811587/24611159469,https://s.shopee.vn/2LUNd1BJlL
28930230162,"Mũ Chống Nắng Chống 99% Tia UV Kèm Khẩu Trang Che Cổ Có Thể Tháo Rời Thoáng Khí, Chống Bụi Hiệu Quả","56,0k",10k+,TORO HOME,13%,₫7.280,https://shopee.vn/product/890743149/28930230162,https://s.shopee.vn/1VvGdUEUSC
29675368137,Miếng dán cắt tóc kẹp tóc cho bé gái dễ thương cho bé không làm tổn thương tóc,"16,6k",20k+,FashionAcc3.vn,19%,₫3.157,https://shopee.vn/product/483413700/29675368137,https://s.shopee.vn/1LbqRBF7nB
27075791499,"Giấy vệ sinh treo tường TopGia Tiểu Hạ, giấy rút đáy thùng 10b/12b/8b/6b 1000 tờ 4lớp dày dai mịn","100,0k",90k+,TopGia Official,14%,₫14.000,https://shopee.vn/product/550942423/27075791499,https://s.shopee.vn/1qY726DDmI
24533986051,[CẢI TIẾN] Găng Tay Chống Nắng PROMAX UPF50+ UPPER YOU Chống UV Thời Trang Cao Cấp Co Giãn 4 Chiều - OTX04,"59,0k",200k+,Upper You ,17%,₫10.030,https://shopee.vn/product/834756665/24533986051,https://s.shopee.vn/1gEgpnDr7H
27872734802,"Máy Thổi Bụi Cầm Tay 1050W 28000rpm Dùng Pin 10/15/20 Cell, Thổi Lá Sân Vườn, Bảo Hành 1 Năm","209,0k",100k+,Gôm Sáp Creations,15%,₫31.350,https://shopee.vn/product/1342966688/27872734802,https://s.shopee.vn/8phrMxmZZg
27706747428,"Sạc Dự Phòng 30000mah Sạc Nhanh Màn Hình Led, Tích Hợp 2 Đầu Sạc Tiện Dụng, Sạc Cho Iphone Và Android","210,0k",400k+,HOCO TECK,14%,₫29.400,https://shopee.vn/product/699159587/27706747428,https://s.shopee.vn/8fORAenCuf
25811758154,Dr Natro Siêu Tẩy Đa Năng Tẩy Sạch Mọi Vết Bẩn Chai 500ml tặng miếng chà,"143,5k",10k+,Dr Natro Siêu Tẩy Việt Nam,19%,₫27.265,https://shopee.vn/product/1112640191/25811758154,https://s.shopee.vn/9AKhlZlItm
6310629644,"DẦU DỪA TINH KHIẾT ORGANIC VIETCOCO 50ML - 1 LÍT ( xúc miệng , ăn ,uống ,masssage, dưỡng da ,dưỡng tóc)","59,0k",4k+,cheapnho,21%,₫12.390,https://shopee.vn/product/22199117/6310629644,https://s.shopee.vn/901HZGlwEl
54604744737,"Quạt Tích ĐIện Pin Lithium, Quạt Làm Mát Nhanh, Quạt Pin Tích Điện 8 Inch Công suất Lớn, Hoạt động Bền Bỉ.","289,0k",469,giadungtranluc888,11%,₫31.790,https://shopee.vn/product/1659778150/54604744737,https://s.shopee.vn/8ASAZjp6vc
21801724459,"Bộ 3 Khăn Mặt Khăn Gội Khăn Tắm Royal Towel Sợi Cotton Mềm Mịn, Thấm Hút Tốt, Không Xổ Lông, Không Phai Màu","169,0k",10k+,Royal Towel,14%,₫23.660,https://shopee.vn/product/768543343/21801724459,https://s.shopee.vn/808kNQpkGb
26993691840,"Nước Giặt Xả TOPGIA Hương Hoa Nắng, Dung Tích 1L, Thơm Dịu Nhẹ, An Toàn Cho Da","129,0k",30k+,TopGia HCM,14%,₫18.060,https://shopee.vn/product/729014007/26993691840,https://s.shopee.vn/8ASAa4Ku6G
22267387568,Muối Tôm Như Ý Chính Hãng - Bánh Tráng Gió,"150,0k",132,Bánh Tráng Gió,39%,₫58.500,https://shopee.vn/product/157583966/22267387568,https://s.shopee.vn/808kNlLXRF
17965494448,"Quạt Tích Điện Gấp Gọn Để Bàn Mini 15.000mAh - 4 Tốc Độ Gió, Dùng 20h, Nhỏ Gọn Mang Đi Mọi Nơi","199,4k",7k+,Đồ gia dụng HT shop,10%,₫19.945,https://shopee.vn/product/152810519/17965494448,https://s.shopee.vn/8V50ygJdQM
27900702818,"Áo Khoác Chống Nắng Toàn Thân Nữ Dáng Váy Vải Thun Lạnh,Chống Tia Cực Tím UPF 50+,Chống Gió Cản Bụi","129,0k",8k+,Nutriboost93,17%,₫21.930,https://shopee.vn/product/99939683/27900702818,https://s.shopee.vn/8KlamNKGlL
27604441842,Sét 3 Cuộn Túi Đựng Rác Tự Phân Huỷ Tiện Lợi Rễ Sử Dụng,"9,8k",10k+,tongkhoquanghai,19%,₫1.862,https://shopee.vn/product/1293364953/27604441842,https://s.shopee.vn/AADExkDI2i
25460416025,"Bình Giữ Nhiệt Khắc Tên Inox 316 1000ml/1200ml, Bình Nước Khắc Tên Có Ống Hút, Ly Giữ Nhiệt Nóng Lạnh 24h Pinkcups","145,0k",60k+,Pinkcups,10%,₫14.500,https://shopee.vn/product/1170429511/25460416025,https://s.shopee.vn/9ztolRDvNh
21777308093,Thùng 10 gói khăn ướt Gumi không cồn không parabens cao cấp dành cho em bé,"175,0k",1tr+,Gumivn,14%,₫24.500,https://shopee.vn/product/801176484/21777308093,https://s.shopee.vn/AUq5MMC1Mo
29880682259,Quạt Tích Điện 8inch  Lồng sắt cánh nhựa có tuốc năng quay 2 chế độ gió. Bảo hành 3 tháng,"320,0k",1k+,APPTOOLS.VN STORE,9%,₫28.800,https://shopee.vn/product/912299863/29880682259,https://s.shopee.vn/AKWfA3Cehn
16285480938,"thùng 30 gói giấy ăn cao cấp Gumi 3 lớp / 4 lớp mềm mịn, tiện lợi cho gia đình","64,0k",80k+,Gumi Hồ Chí Minh,14%,₫8.960,https://shopee.vn/product/864405042/16285480938,https://s.shopee.vn/9UxYAWFpOe
41457616922,"Gậy Selfie, Tripod điện thoại chụp ảnh 4 chân 1m8 bluetooth có tay quay video, livestream chống rung xoay 360 độ xếp gọn","109,0k",3k+,Annie Mart HCM,11%,₫11.990,https://shopee.vn/product/1496179755/41457616922,https://s.shopee.vn/9Ke7yDGSjd
55502053067,[MUA 1 TẶNG 1] Nước Giặt Dnee Chính Hãng Dung Tích Can 3000ml - Nước Giặt Thái Thơm Dịu An Toàn - CHUẨN THÁI,"99,0k",3k+,AQUACLEAN VIETNAM STORE,24%,₫23.760,https://shopee.vn/product/1102885844/55502053067,https://s.shopee.vn/9paOZ8EYik
41160234492,Quạt Tích Điện Makita 8inch – TÚC NĂNG QUAY – 2 Tốc Độ – Động Cơ Chổi Than. Sử dụng từ 4-10h.Sạc cốc,"204,1k",995,Gia Dụng Mega,9%,₫18.368,https://shopee.vn/product/716470440/41160234492,https://s.shopee.vn/9fGyMpFC3j
44267625240,"2 Túi Nước Xả Quần Áo Hygiene Expert Care Túi 1100ml – Lưu Hương Bền Lâu, Quần Áo mềm mại","48,0k",2k+,MAIKHANHVINA2,24%,₫11.520,https://shopee.vn/product/1469685165/44267625240,https://s.shopee.vn/6Ah6COSWA4
24923899517,"[Combo3] Găng Tay Chống Nắng PRO UPF50+ Cao Cấp UPPER YOU Xỏ Ngón, Không Xỏ Ngón Thun Lạnh Co Giãn 4 Chiều - OTX01/OTK01","49,0k",100k+,Upper You ,17%,₫8.330,https://shopee.vn/product/834756665/24923899517,https://s.shopee.vn/60Ng05T9V3
28558622962,Trà Lá Ổi hộp 30 Túi Lọc Siêu Thị Thiên Nhiên Tốt Cho Dạ Dầy,"49,0k",9k+,Siêu Thị Thiên Nhiên Oficial,24%,₫11.760,https://shopee.vn/product/86938441/28558622962,https://s.shopee.vn/6VJwb0RFUA
41461150919,"Quạt tích điện để bàn, kẹp bàn, kẹp xe đẩy, quạt mini  10000mAh 8 giờ liên tục, Có đèn","130,5k",208,PVL Store gia dụng,9%,₫11.745,https://shopee.vn/product/1494650840/41461150919,https://s.shopee.vn/6L0WOhRsp9
28026710691,"Khăn giấy cao cấp TopGia Đa Sắc 12 bịch, giấy rút treo tường 1280 tờ 4 lớp bằng bột gỗ nguyên sinh","149,0k",79,TopGia VN,14%,₫20.860,https://shopee.vn/product/86709020/28026710691,https://s.shopee.vn/5VRPPAV3W0
41722404512,[COMBO 3 GÓI ] Bông Tẩy Trang Lamer 100% Cotton ( gói 201 miếng ),"119,9k",642,Tiệm Lily23,12%,₫14.382,https://shopee.vn/product/988781447/41722404512,https://s.shopee.vn/5L7zCrVgqz
21476347355,"Quạt sạc điện mini kẹp bàn,Quạtgf07 mini tích điện thông xoay 360,pin tốt chạy êm, không gây tiếng ồn,4 chế độ gió [HCM]","239,0k",3k+,Evan Store,6%,₫14.340,https://shopee.vn/product/786773543/21476347355,https://s.shopee.vn/5q4FnmTmq6
29280782269,"Quạt tháp điều hòa nhập khẩu FUJIHOME TF-13EM, thiết kế hiện đại, sang trọng, 3 chế độ gió","1,0tr",466,FUJIE OFFICIAL STORE,9%,₫93.870,https://shopee.vn/product/746333242/29280782269,https://s.shopee.vn/5fkpbTUQB5
57157310726,"[COMBO 10L] Nước Giặt Xả TopGia 3in1 Hương Huyền Diệu Túi 2L, An Toàn Dịu Nhẹ, Lưu Hương Bền Lâu 72H","319,0k",1k+,TopGia HCM Store,13%,₫41.470,https://shopee.vn/product/1016604648/57157310726,https://s.shopee.vn/7VCTmqNRSS
29186535541,"Quạt Tích Điện Mẫu Mới F7, quạt kẹp, 5 chế độ gió, công suất 10W, sạc nhanh, giảm tiếng ồn, BH 6 tháng","369,0k",671,Nam Khánh Tuyển Chọn,16%,₫59.040,https://shopee.vn/product/1219799080/29186535541,https://s.shopee.vn/7Kt3aXO4nR
27793764192,Gối Tựa Đầu & Tựa Lưng Ô Tô HELLO LEIBOO Công Thái Học Thiết Kế Tai Thỏ Đáng Yêu Mềm Mại - ComfyRab,"358,8k",608,LIFXY,"39,5%",₫139.932,https://shopee.vn/product/1441619037/27793764192,https://s.shopee.vn/7ppKBSMAmY
24229919662,Quạt Sạc Tích Điện Pin Trâu Để Bàn Văn Phòng Gấp Gọn ZLife Thông Minh Kéo Dài 1 mét Pin 15.000mAh,"404,3k",5k+,KIZU STORE,7%,₫28.300,https://shopee.vn/product/112850434/24229919662,https://s.shopee.vn/7fVtz9Mo7X
20627511514,"Cốc Tẩy Vệ Sinh Bồn Cầu CN Hàn Quốc Nuki 380g, Công Nghệ Độc Quyền Đánh Bay Vi Khuẩn và chống ố vàng","45,0k",100k+,Nuki Store,19%,₫8.550,https://shopee.vn/product/807425060/20627511514,https://s.shopee.vn/6pwmzcPyoO
27916559545,【Tặng quà/Bảo hành nửa năm】GOOJODOQ Quạt gió mạnh 100 tốc độ gió màn hình kỹ thuật số quạt cầm tay tuabin có thể điều chỉnh thích hợp cho thể thao ngoài trời làm mát nhanh,"349,0k",20k+,Goojodoq Offical Shop.VN,12%,₫41.880,https://shopee.vn/product/1053077389/27916559545,https://s.shopee.vn/6fdMnJQc9N
2657129141,"Đèn Ngủ Cảm Ứng Bóng Led Cảm Biến Ánh Sáng Tự Động Bật Tắt, Đèn Decor Phòng Ngủ Mini Cắm Điện Trực Tiếp Hình Dễ Thương","35,0k",100k+,Shop Liên Tít - Home Decor,14%,₫4.900,https://shopee.vn/product/402393/2657129141,https://s.shopee.vn/7AZdOEOi8U
49403296694,[MỚI] Quạt Tuần Hoàn Không Khí Levoit CirculAir 22.9cm | Cảm biến nhiệt độ- 12 cấp gió - Mát đến 30m - Xoay đa hướng,"3,3tr",237,Levoit Flagship Store,9%,₫296.100,https://shopee.vn/product/681322306/49403296694,https://s.shopee.vn/70GDBvPLTT
40958361632,Combo 2Túi 2.200ml( Mỗi Túi 1.100ml) Nước Xả Vải Hygiene Expert Care Milky – Hương Thơm Lâu,"57,0k",4k+,MAIKHANHVINA2,24%,₫13.690,https://shopee.vn/product/1469685165/40958361632,https://s.shopee.vn/3VgL1UcfZo
42714105347,"Quạt Cầm Tay Tích Điện Du Lịch Pin Trâu 10000mah 5 Tốc Độ Gió Có Màn Hình Led Hiển Thị, có dây đeo cổ","76,0k",332,​Vụ Nổ Hạt Điều​,19%,₫14.440,https://shopee.vn/product/1604171876/42714105347,https://s.shopee.vn/3LMupBdIun
29563597063,Bình giữ nhiệt khắc tên Fan House bình nước giữ nhiệt 12h inox 316 ống hút tiện lợi 710ml tặng charm,"128,0k",60k+,FanHouse - Bình Nước Cao Cấp,6%,₫7.680,https://shopee.vn/product/149778584/29563597063,https://s.shopee.vn/3qJBQ6bOtu
24594595415,Quạt Sạc Tích Điện dạng hộp AC&DC 10 inch Honjianda FL223/FL213 - có đèn LED hỗ trợ cúp điện,"979,0k",9k+,Honjianda Official Store,11%,₫107.690,https://shopee.vn/product/283603808/24594595415,https://s.shopee.vn/3fzlDnc2Et
24284062935,"Thùng Giấy ăn cao cấp Bông Sen Vàng 4 lớp mềm mịn, an toàn, tiện lợi.","95,0k",100k+,Bông Sen Vàng Official Store,10%,₫9.500,https://shopee.vn/product/796123153/24284062935,https://s.shopee.vn/2qQeEGfCvk
24680519432,Quạt mini để bàn 5 mức độ có đèn led pin 5000 MHA  Và 10000 MHA - PTLUXURY,"65,0k",8k+,PTLUXURY ,6%,₫3.900,https://shopee.vn/product/984839978/24680519432,https://s.shopee.vn/2g7E1xfqGj
41818233297,[NE50] [Tặng Charm] Dép Sục NESTY Nguyên Khối Siêu Nhẹ Êm Chân 3cm Full Size Gia Đình,"116,8k",100k+,Nesty Official Store,17%,₫19.859,https://shopee.vn/product/1113586002/41818233297,https://s.shopee.vn/3B3UcsdwFq
26972239265,"Quạt Treo Tường Mini 3 Cánh, Quạt Cắm Điện Xoay 360 Độ Để Nhà Bếp Nhà Tắm Tiện Lợi, Quạt Nhỏ Gọn Công Suất Lớn Siêu Mát","69,0k",100k+,Gia Dụng Tiện Ích_L04,9%,₫6.210,https://shopee.vn/product/662820346/26972239265,https://s.shopee.vn/30k4QZeZap
29105192724,"Khăn giấy Top Gia 8 bịch, khăn giấy vệ sinh treo tường cao cấp tặng kèm móc treo tường","125,0k",1k+,TOPGIA DAILY,6%,₫7.500,https://shopee.vn/product/1303178546/29105192724,https://s.shopee.vn/4qBibwXasC
11808419170,"Quạt sạc tích điện mini cầm tay / đặt bàn YOOBAO F3 3000 mAh / 6000 mAh có thể chạy 15 giờ liên tục nhỏ gọn, có dây cầm","215,0k",4k+,Yoobao Việt Nam Store,6%,₫12.900,https://shopee.vn/product/253395329/11808419170,https://s.shopee.vn/4fsIPdYEDB
27026609699,"Máy Hút Bụi Cầm Tay Không Dây Nhật Bản TAMASHIO 6 Đầu Hút, Máy Hút Bụi Ô Tô, Giường Nệm BH 24 Tháng","186,0k",50k+,Gia dụng thông minh 365.vn,4%,₫7.440,https://shopee.vn/product/716422985/27026609699,https://s.shopee.vn/5AoZ0YWKCI
27494287625,"Quạt Tích Điện Dùng Liên Tục Nhiều  Giờ 22w,Quạt Makita Để Bàn 2 Cấp Độ Gió Siêu Mát","179,0k",1k+,PHC STORE 369,6%,₫10.740,https://shopee.vn/product/77196546/27494287625,https://s.shopee.vn/50V8oFWxXH
24651886565,"Khăn giấy treo tường Top Gia đa sắc làm từ 100% bột giấy từ thiên nhiên, siêu dai, tiện lợi","130,0k",100k+,TopGia HCM Store,12%,₫15.600,https://shopee.vn/product/1016604648/24651886565,https://s.shopee.vn/4Aw1oia8E8
42169387916,"Quạt mini để bàn 5 mức gió, pin 7000mAh F12 Quạt máy tính để bàn,Điều chỉnh tốc độ 5 tốc độ xoay 720° tích hợp LED đèn","42,0k",74,Obear Home Store,29%,₫12.180,https://shopee.vn/product/1562517796/42169387916,https://s.shopee.vn/40cbcPalZ7
52507652210,"[ Mừng SN Elmich - Chỉ 99k ]Chảo chống dính Ceramic Elmich Daily size 24, 26cm","450,0k",3k+,Elmich Việt Nam Chính Hãng,9%,₫40.500,https://shopee.vn/product/254666730/52507652210,https://s.shopee.vn/4VYsDKYrYE
28269668068,"Quạt Tích Điện 2 Mức Gió, Kích Thước 8 Inch, pin 10 cell sử dụng 3-4h. Bảo Hành 12 Tháng","149,0k",300k+,GIA DỤNG GREEN HOME,17%,₫25.330,https://shopee.vn/product/723336953/28269668068,https://s.shopee.vn/4LFS11ZUtD
43259915326,"Giấy vệ sinh treo tường TopGia đa sắc, đa năng từ bột giấy thiên nhiên, thùng 08 bịch 1280 tờ/4lớp","147,0k",119,Na bán giấy,14%,₫20.580,https://shopee.vn/product/55976120/43259915326,https://s.shopee.vn/qfZqamozY
21500634964,"[CHÍNH HÃNG] Quạt Tích Điện Mini 5IN1 TOBE Đa Năng Nhỏ Gọn - Cầm Tay, Treo Tường, Để Bàn, Kẹp Xe Đẩy","387,5k",2k+,Timikid,6%,₫23.250,https://shopee.vn/product/272596844/21500634964,https://s.shopee.vn/gM9eHnSKX
29620523788,"Thùng 12 hộp Sữa tươi Vinamilk Green Farm cao đạm, không lactose - hộp 250ml","304,2k",200k+,vinamilk_official,6%,₫18.253,https://shopee.vn/product/975865932/29620523788,https://s.shopee.vn/1BIQFClYJe
28490730316,"【TỰ ĐỘNG XOAY - CÓ ĐIỀU KHIỂN】 Quạt Tích Điện Đa Năng NKC20, Quạt Kẹp, 5 Chế Độ Gió, Công Suất 10W Bảo Hành 1 Năm","408,0k",80,Nam Khánh Tuyển Chọn,14%,₫57.120,https://shopee.vn/product/1219799080/28490730316,https://s.shopee.vn/10z02tmBed
29330908242,(BAO BÌ MỚI) Khăn giấy rút treo tường Sương Mai TopGia 10 bịch 1000 tờ mềm mịn 4 lớp dày dai,"100,0k",4k+,TopGia HCM Store,14%,₫14.000,https://shopee.vn/product/1016604648/29330908242,https://s.shopee.vn/BPt3MpMLU
25273882315,Quạt cầm tay tích điện mini Jisulife Life 7 5 cấp độ gió 3600/5000mAh - Sử dụng lên đến 12h - Chính hãng - BH 12 tháng,"369,0k",90k+,Jisulife VN Official Store ,6%,₫22.140,https://shopee.vn/product/1048287205/25273882315,https://s.shopee.vn/16Sr3pzgT
3581718517,Bình giữ nhiệt Lock&Lock Energetic one-touch thép không gỉ 316L 550ml và 400ml - LHC3249 (4 màu),"377,0k",100k+,Lock&Lock Official Store (Cửa hàng chính hãng),9%,₫33.930,https://shopee.vn/product/55771655/3581718517,https://s.shopee.vn/W2jRyo5fa
26477389014,"Quạt tích điện để pin dùng chung pin Tonnifu 20v phổ thông 8 inch, chất liệu thép sơn tĩnh điện","332,4k",10k+,SuperMall_DN,12%,₫39.891,https://shopee.vn/product/63005081/26477389014,https://s.shopee.vn/LjJFfoj0Z
45304146523,"[GIẤY ĂN SIZE XL] Thùng 10b/15 bịch giấy ăn sương mai Topgia dày 4 lớp mềm mại, chắc chắn, an toàn","111,0k",50k+,TopGia HCM Store,13%,₫14.430,https://shopee.vn/product/1016604648/45304146523,https://s.shopee.vn/2BAxR2hkHw
2249165263,"[Hỏa Tốc HCM/HN] Quạt Kẹp Tích Điện Xoay 360° COMET CRF0705 - 5W - Kẹp Bàn, Kẹp Giường, Kẹp Xe Đẩy","275,0k",9k+,Comet Electric,8%,₫22.000,https://shopee.vn/product/96935053/2249165263,https://s.shopee.vn/20rXEjiNcv
2305104357,"Hạt điều rang củi (vị muối) Mẹ rô. Có hồ sơ công bố, xuất hóa đơn công ty đầy đủ","139,0k",300k+,THỰC PHẨM SẠCH MẸ RÔ SỐ 2,12%,₫16.680,https://shopee.vn/product/140094218/2305104357,https://s.shopee.vn/2VnnpegTc2
5143230021,Quạt Sạc Tích Điện dạng hộp AC&DC 12 inch Honjianda FL323/FL313 1-2 pin - có đèn LED & USB,"1,0tr",8k+,Honjianda Official Store,10%,₫102.500,https://shopee.vn/product/283603808/5143230021,https://s.shopee.vn/2LUNdLh6x1
43657645370,Giấy vệ sinh treo tường TopGia thùng 6 bịch rút đáy đa sắc từ bột giấy thiên nhiên 1280 tờ/4 lớp,"39,0k",1k+,Miền Tây Express,4%,₫1.560,https://shopee.vn/product/1165016336/43657645370,https://s.shopee.vn/1VvGdokHds
29227625184,(Tặng Remote) Gậy chụp ảnh Selfie 4 chân A14 1M8 điều khiển từ xa có phân loại đèn trợ sáng Tripod chụp ảnh,"168,0k",40k+,Tripod Top 1 Vietnam,11%,₫18.480,https://shopee.vn/product/1057455591/29227625184,https://s.shopee.vn/1LbqRVkuyr
24476221445,Áo Khoác Chống Nắng Toàn Thân 2 Lớp Vải Umi Cotton Dày Hàn Dáng Dài Chống Tia UV  Co Giãn 4 Chiều,"148,0k",8k+,HAMA STORE1,16%,₫23.680,https://shopee.vn/product/526964778/24476221445,https://s.shopee.vn/1qY72Qj0xy
29730658879,"Quạt Tích Điện MA.KI.TA 8 Inch New 2025, Quạt 2 Cấp Độ Gió Siêu Bền, 10-15 Cell Sử Dụng 5-7 Tiếng","309,0k",33,Tổng Kho Sỉ Gia Dụng ARNEXTECH,9%,₫27.810,https://shopee.vn/product/499975711/29730658879,https://s.shopee.vn/1gEgq7jeIx
22051769496,"(MUA 10 TẶNG 10 GÓI MINI) Thùng 10 bịch khăn giấy rút Mộc an TopGia 1000 tờ 4 lớp dày dặn, hàng Việt Nam (bao bì mới)","139,0k",100k+,TopGia HCM,14%,₫19.460,https://shopee.vn/product/729014007/22051769496,https://s.shopee.vn/8fORAzJ06K
28965771864,Quạt mini GOOJODOQ quạt cầm tay đa chức năng ba trong một có đế có thể tháo rời,"96,8k",30k+,GOOJODOQ OFFICIAL SHOP,13%,₫12.584,https://shopee.vn/product/1356437574/28965771864,https://s.shopee.vn/8phrNIIMlN
21594976791,"Bình nước thủy tinh bọc nhựa giữ nhiệt 450ml có ống hút dây đeo tiện lợi, nắp thú dễ thương BN26","48,0k",20k+,SUNNY Store - Đồ gia dụng,8%,₫3.840,https://shopee.vn/product/149480246/21594976791,https://s.shopee.vn/901HZbHjQQ
57258002592,Quạt Tích Điện Lồng Sắt Pin Quạt Pin Makita Để Bàn 2 Cấp Độ Gió Siêu Mát.,"199,0k",179,Lộc Hưng90,10%,₫19.900,https://shopee.vn/product/1788312871/57258002592,https://s.shopee.vn/9AKhluH65T
16640106412,Giấy ăn rút TopGia cao thùng 24g/30g/40g gói nhỏ tiện lợi cho cuộc sống hàng ngày,"125,0k",300k+,TopGia Official,13%,₫16.250,https://shopee.vn/product/550942423/16640106412,https://s.shopee.vn/808kNlLXSG
28130752017,GOOJODOQ 2025 Quạt tốc độ cao để bàn 2 trong 1 mới Quạt gió 100 tốc độ Màn hình kỹ thuật số LED quạt turbo có thể điều chỉnh Đèn chiếu sáng RGB,"409,0k",10k+,Goojodoq Offical Shop.VN,13%,₫53.170,https://shopee.vn/product/1053077389/28130752017,https://s.shopee.vn/8ASAa4Ku7J
24573735451,"COMBO 100 Khay Giấy Bạc Lót Nồi Chiên Không Dầu, Khuôn Giấy Bạc Đựng Thực Phẩm Tiện Lợi Nhiều Size","78,0k",40k+,Homebox - Thế Giới Tiện Ích,19%,₫14.820,https://shopee.vn/product/534730986/24573735451,https://s.shopee.vn/8KlamNKGmM
50357094675,"Quạt Tích Điện Lồng Sắt Pin Makita, Đế Pin 21V - 2 Mức Gió, Sử Dụng 12-18 Tiếng, Kích Thước 8 Inch Hot","279,0k",9k+,dangquang88,7%,₫19.530,https://shopee.vn/product/1770873001/50357094675,https://s.shopee.vn/8V50ygJdRP
27962202730,"Vợt muỗi tự động kiêm đèn bắt muỗi 2 in 1 tự động sạc tích điện, vợt bắt muỗi thông minh cao cấp để bàn A11","154,0k",300k+,GIA DỤNG SMART GOODS,10%,₫15.400,https://shopee.vn/product/1365720563/27962202730,https://s.shopee.vn/9ztolRDvOi
44752890776,Quạt mini cầm tay 4000 mAh di động có thể sạc gió mạnh 199 tốc độ turbo phản lực,"41,9k",249,Obear Home Store,29%,₫12.151,https://shopee.vn/product/1562517796/44752890776,https://s.shopee.vn/AADExkDI3l
22885695005,"Quạt tích điện lồng sắt để bàn pin 10 cell 48V có xoay, 2 chế độ gió siêu mát sử dụng liên tục 4-6H","399,0k",10k+,KhoGiaDung 247,4%,₫15.960,https://shopee.vn/product/65525982/22885695005,https://s.shopee.vn/AKWfA3Ceio
27312254023,"[BH 1 Năm - Xoay+Đèn led] Quạt Tích Điện Kẹp Bàn Êm Chống Ồn, 6 inch 6 cấp gió, Pin Thật W01 - WEZEN","313,9k",758,WeZen_VN,9%,₫28.251,https://shopee.vn/product/1332921757/27312254023,https://s.shopee.vn/AUq5MMC1Nr
26175826603,"Nước giặt xả TOPGIA hương lavender dịu nhẹ, tẩy sạch vết bẩn, lưu hương 72H, an toàn lành tính","80,0k",70k+,TopGia HN,14%,₫11.200,https://shopee.vn/product/502146001/26175826603,https://s.shopee.vn/9Ke7yDGSke
