Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
7517755534,Nước Rửa Chén Bát Sunlight Chanh 100 | Sạch Dầu Mỡ Đồ Nhựa | Túi 3.5KG/3.1Kg,"80,1k",100k+,Unilever - Chăm sóc Gia đình,6%,₫4.806,https://shopee.vn/product/26947756/7517755534,https://s.shopee.vn/8AS9BzyVXE
42868915622,Thắt Lưng Nữ Đinh Tán Ngôi Sao Cá Tính(134pu),"27,6k",30k+,Y2K..,14%,₫3.870,https://shopee.vn/product/1451294084/42868915622,https://s.shopee.vn/808izgz8sD
24107226002,[ Mừng SN Elmich tặng chảo size 24 ] Bộ nồi chảo chống dính sứ Elmich Baby EL 1168,"590,0k",4k+,Elmich Việt Nam Chính Hãng,9%,₫53.100,https://shopee.vn/product/254666730/24107226002,https://s.shopee.vn/8V4zabxErK
28823524222,"LOVIVISAIGON/Mũ kết bóng chày nam nữ thể thao thêu gấu bắc cực, nón lưỡi trai chống năng form vải mềm","42,0k",20k+,Lovivi SG,9%,₫3.780,https://shopee.vn/product/699804116/28823524222,https://s.shopee.vn/8KlZOIxsCJ
29508715415,"Hạt cho mèo MRVET T1 & T2 gói 1KG hỗ trợ tiêu hoá khỏe và dưỡng da mượt lông, tăng sức đề kháng","122,0k",70k+,Méo Chò - petshop,15%,₫18.300,https://shopee.vn/product/1337495134/29508715415,https://s.shopee.vn/8phpzDvyBQ
28309604497,"Ốp Lưng iPhone TPU Đệm Nhung Chống bẩn, Bảo Vệ Camera - iP 6/7/8/X/XS/XR/11/12/13/14/15/16/17/Mini/Plus/Pro/Max/Air","29,9k",100k+,SHIN CASE - ỐP LƯNG CƯỜNG LỰC,20%,₫5.980,https://shopee.vn/product/89827191/28309604497,https://s.shopee.vn/8fOPmuwbWP
29308749350,"Khẩu trang chống tia UV UNICARE PROOF MASK, bảo vệ da khỏi tia UV - Hàng chính hãng","65,0k",100k+,UNICARE By Việt Nam,13%,₫8.450,https://shopee.vn/product/1072907057/29308749350,https://s.shopee.vn/9AKgNpuhVW
25565666996,"Mũ bucket có nút đeo khẩu trang- Mũ nón hở đầu chống nắng, chống tia UFP50+  thời trang","24,5k",70k+,LiangShan,9%,₫2.205,https://shopee.vn/product/144348274/25565666996,https://s.shopee.vn/901GBWvKqV
28165355844,[MUA 2 GIẢM 45%] Combo Nước cân bằng sen Hậu Giang (toner) 310ml & Nước tẩy trang bí đao 500ml Cocoon,"329,0k",70k+,Cocoon Vietnam Chính Hãng,12%,₫39.480,https://shopee.vn/product/175753395/28165355844,https://s.shopee.vn/1VvFFkNt44
29376043964,"Áo Khoác Chống Nắng Umi Su Cao Cấp, Áo nữ dày dặn,(túi trong có khóa kéo) Form Dài Xoè Trẻ Trung Chống Tia UV_ ROSE GOLD","129,3k",30k+,MANU STUDIO,11%,₫14.223,https://shopee.vn/product/1254293152/29376043964,https://s.shopee.vn/1Lbp3ROWP3
43974427966,"Quạt Cầm Tay Mini T10 Siêu Mát, Với 3 Tốc Độ Gió Làm Giá Đỡ Điện Thoại Lại Pin Khủng Có Thể Sạc Nhiều Màu Sắc","39,0k",4k+,FANENSO Home Store,29%,₫11.310,https://shopee.vn/product/1632473263/43974427966,https://s.shopee.vn/1qY5eMMcOA
10280321597,"Áo thun nam thể thao tập Gym, Tennis, Pickleball Coolmate Basics thoải mái, thấm hút, nhanh khô","99,0k",200k+,Coolmate - Official Store,10%,₫9.900,https://shopee.vn/product/24710134/10280321597,https://s.shopee.vn/1gEfS3NFj9
41818233297,[NE50] [Tặng Charm] Dép Sục NESTY Nguyên Khối Siêu Nhẹ Êm Chân 3cm Full Size Gia Đình,"116,8k",90k+,Nesty Official Store,17%,₫19.859,https://shopee.vn/product/1113586002/41818233297,https://s.shopee.vn/2BAw2yLLiG
24632781575,Set bộ quần áo bé trai 15-45kg mẫu Z-POT thể thao thun lạnh. Chất liệu thoáng mát. HE48,"45,0k",20k+,shop thời trang em bé,19%,₫8.550,https://shopee.vn/product/137694074/24632781575,https://s.shopee.vn/20rVqfLz3F
40553185621,"Áo polo nam có cổ Ultra Active dáng thể thao thoải mái thoáng mát, thấm hút vượt trội 40000970_TOKYOLIFE","153,0k",2k+,TOKYOLIFE MEN,15%,₫22.950,https://shopee.vn/product/1543800024/40553185621,https://s.shopee.vn/2VnmRaK52M
25351711510,"(LIVE) Thùng giấy ăn gấu trúc Top Gia 3 màu, làm từ bột giấy thiên nhiên, 4 lớp dày dặn","105,0k",100k+,TopGia HCM,12%,₫12.600,https://shopee.vn/product/729014007/25351711510,https://s.shopee.vn/3fzlDT6F2A
52856482633,Quạt Pin Tích Điện 10 Cell Có Tút Năng Xoay 180° Quạt Khung Kim Loại Để Bàn 2 Cấp Độ Gió Siêu Mát,"289,0k",113,Vân Nhi Mart-Tổng Kho Tiện Ích,14%,₫40.460,https://shopee.vn/product/1567773850/52856482633,https://s.shopee.vn/3qJBPm5bhD
23070208160,Camera IMOU trong nhà A52P A32EP C32EP C32SP GK2CP đàm thoại 2 chiều có cảnh báo chuyển động,"536,0k",70k+,Imou Komex Store,6%,₫32.160,https://shopee.vn/product/880588486/23070208160,https://s.shopee.vn/2g7E1dA340
44302656112,Brezzy Quạt Tích Điện Để Kẹp Bàn Mini Usb Kẹp Xe Đẩy Cho Bé điều Hoà Làm Mát Có Thể Xoay,"170,0k",963,Brezzy.mall,19%,₫32.300,https://shopee.vn/product/1500472737/44302656112,https://s.shopee.vn/2qQeDw9Pj3
51751304671,(MUA 2L TẶNG 2L) Nước Rửa Chén Top Gia - Combo Nước Rửa  Túi 2L Đánh Bay Dầu Mỡ An Toàn Lành Tính,"69,0k",248,Bách Hóa HANA 24h,16%,₫11.040,https://shopee.vn/product/1167558269/51751304671,https://s.shopee.vn/30k4QF8mO6
44429628059,"Quạt Tích Điện Chạy Pin MAKITA, Quạt Mini Để Bàn 8 Inch Công Suất Lớn, Làm Mát Cực Nhanh Hot 2026","249,0k",213,Tiện Lợi Shop 24H,8%,₫19.920,https://shopee.vn/product/1787687811/44429628059,https://s.shopee.vn/3B3UcY8939
24570384465,"Bình giữ nhiệt Boss dung tích 1000ml inox 316 thiết kế đơn giản, màu sắc nhẹ nhàng có quai xách","119,0k",6k+,RUGUO HOUSE - Bình Nước Xịn Sò,14%,₫16.660,https://shopee.vn/product/272371021/24570384465,https://s.shopee.vn/4fsIPJ2R0S
43253615455,"Quạt Tích Điện Cầm Tay Sò Lạnh Mini Yoobao G2 - Sò Lạnh Làm Mát Nhanh, Gió Mát, 100 Cấp Điều Chỉnh","459,0k",833,Yoobao,6%,₫27.540,https://shopee.vn/product/1361125292/43253615455,https://s.shopee.vn/4qBibc1nfV
56103018844,"[MUA 3 TẶNG 3] Nước Giặt TopGia Hương Hoa Nắng Dịu Nhẹ, Sạch Vết Bẩn, Lưu Hương 72H, Túi 1L","189,0k",7k+,TopGia HCM Store,14%,₫26.460,https://shopee.vn/product/1016604648/56103018844,https://s.shopee.vn/50V8nv1AKY
24644250719,"Quạt 8inch Dùng Pin Hoặc Điện, Quạt Tích Điện 2 Tốc Độ Chân Pin Phổ Thông Nhỏ Gọn Rất Mát","265,0k",475,ANOSA DỤNG CỤ CẦM TAY CHẠY PIN,11%,₫29.150,https://shopee.vn/product/750843606/24644250719,https://s.shopee.vn/5AoZ0E0Wzb
25344099600,"Quạt điện gắn sau ghế cho ô tô, Quạt đôi cắm USB gắn sau ghế xe hơi xoay 360 độ có tích hợp đèn LED","215,0k",10k+,Xế Cưng Shop,8%,₫17.200,https://shopee.vn/product/1230821376/25344099600,https://s.shopee.vn/40cbc54yMO
24774755813,"[Bản Mới Nhất 2025 PIN 20000mAp] Quạt cầm tay tích điện dung lượng pin khủng 5 cấp độ, màn hình LED thông minh","80,0k",10k+,SIEUTHINHU_Ý,9%,₫7.200,https://shopee.vn/product/1073048688/24774755813,https://s.shopee.vn/4Aw1oO4L1R
2820087763,Nước giặt OMO Matic Hương Nước Hoa Comfort 4.1KG (túi),"249,0k",1tr+,Unilever - Chăm sóc Gia đình,6%,₫14.940,https://shopee.vn/product/26947756/2820087763,https://s.shopee.vn/4LFS0h3hgU
26989481102,"Quạt Sắt Tích Điện CYX Q88 Nhiều Lựa Chọn Siêu Pin Lưu Trữ, Bền Và Tiện Dụng","210,0k",202,MiK Retail,12%,₫25.200,https://shopee.vn/product/856650563/26989481102,https://s.shopee.vn/4VYsD034LX
25066576947,"Máy Xay Thịt Đa Năng MISUMA Chất Liệu Inox, Công Suất Mạnh Xay Gì Cũng Được","145,0k",20k+,MISUMA STORE,14%,₫20.300,https://shopee.vn/product/727857417/25066576947,https://s.shopee.vn/gM9dxHf7o
24470650285,"Gậy Chụp Ảnh 4 Chân P185 - Gậy Selfie Cầm Tay Tặng Kèm Remote, Chiều Dài Sử Dụng 30-180cm - Chính Hãng","284,1k",10k+,Aleister,14%,₫39.767,https://shopee.vn/product/749566899/24470650285,https://s.shopee.vn/qfZqGH1mr
56506994194,[HÀNG VIỆT CHẤT LƯỢNG CAO] Khăn giấy cao cấp Sương Mai TopGia 1000 tờ dày dai mềm mịn thấm hút tốt,"100,0k",5k+,TopGia HCM Store,14%,₫14.000,https://shopee.vn/product/1016604648/56506994194,https://s.shopee.vn/10z02ZGORu
42555273387,"Quạt Tích Điện Pin 15 Cell Dùng Liên Tục 6H, Quạt Makita Để Bàn 2 Cấp Độ Gió Siêu Mát","135,0k",609,Giải sầu cửa hàng tạp hóa,10%,₫13.499,https://shopee.vn/product/1228163868/42555273387,https://s.shopee.vn/1BIQEsFl6x
23048465072,Máy rửa xe Cầm Tay  2 Pin 10 Cell 199V - Máy xịt rửa sân vườn xịt rửa cao áp có tạo bọt tuyết.,"399,0k",200k+,Dongda.HN,14%,₫55.860,https://shopee.vn/product/720367585/23048465072,https://s.shopee.vn/16SqjKCTk
24571897796,"Quạt tích điện đế kẹp YOOBAO F8 8000.m.a.h, không dây tiện lợi, kiêm đèn led, dùng liên tục 8-30 tiếng","639,0k",9k+,GNTEK,12%,₫76.680,https://shopee.vn/product/243828760/24571897796,https://s.shopee.vn/BPt32JZ8n
44177046216,"[MUA 1 TẶNG 1] Nước Giặt TopGia Vườn Ngọt Ngào Dịu Nhẹ, Sạch Vết Bẩn Thơm Vượt Trội, Can 2L","169,0k",2k+,TopGia HCM Store,13%,₫21.970,https://shopee.vn/product/1016604648/44177046216,https://s.shopee.vn/LjJFLIvnq
26831839821,Quạt Bàn Tích Điện Makita Dùng Liên Tục 4-8H. Quạt 2 Cấp Độ Gió. Dùng Pin Phổ Thông 10 Cell -Sạc Dây,"229,0k",405,Shop đồ tiện ích HN,13%,₫29.770,https://shopee.vn/product/308360882/26831839821,https://s.shopee.vn/W2jReIISt
24884819424,"Robot quét nhà hút bụi lau nhà thông minh, Máy Hút Bụi đa chức năng giá rẻ HOT","179,0k",900k+,darrelkmowbrayc,14%,₫25.060,https://shopee.vn/product/1298108679/24884819424,https://s.shopee.vn/20rXEPCaQC
26337641149,"Quạt cầm tay mini làm mát bằng bán dẫn, có chức năng chườm lạnh, sạc USB tiện lợi Quạt mini sò lạnh turbo quạt","39,1k",5k+,Obear Home Store,28%,₫10.960,https://shopee.vn/product/1562517796/26337641149,https://s.shopee.vn/2BAxQiBx5F
20686482423,(BẢN TO CAO CẤP 1280 TỜ) Khăn giấy vệ sinh treo tường sắc hạ bản to Top Gia 1280 tờ 4 lớp bản to mềm mịn phiên bản mới,"149,0k",30k+,TopGia HCM,14%,₫20.860,https://shopee.vn/product/729014007/20686482423,https://s.shopee.vn/2LUNd1BJkI
27879585786,Quạt Tích Điện Makita Chạy Liên Tục 4-10H. Quạt Bàn - Có Đảo Chiều - 2 Tốc Độ Gió - Pin Phổ Thông,"229,0k",625,MegaStoreVn,12%,₫27.480,https://shopee.vn/product/997508774/27879585786,https://s.shopee.vn/2VnnpKAgPL
25724725714,"[HÀNG CAO CẤP] Khăn ướt Topgia 80 tờ mềm mại,không mùi không parabens dành cho em bé","125,0k",40k+,TopGia HCM Store,12%,₫15.000,https://shopee.vn/product/1016604648/25724725714,https://s.shopee.vn/1LbqRBF7m8
7488343784,"Quạt tích điện dùng liên tục 32 tiếng Y-F04 6400mAh - Thiết kế chân kẹp tiện lợi, nhiều màu sắc - Hàng chính hãng YOOBAO","365,0k",3k+,Yoobao Việt Nam Store,6%,₫21.900,https://shopee.vn/product/253395329/7488343784,https://s.shopee.vn/1VvGdUEURB
22352022576,"[SIÊU TIẾT KIỆM] Giấy ăn rút Topgia đa sắc cao cấp 240 tờ 4 lớp, dập vân 4D, mềm mịn, thấm hút tốt","69,0k",600k+,TopGia HCM Store,14%,₫9.660,https://shopee.vn/product/1016604648/22352022576,https://s.shopee.vn/1gEgpnDr6E
28168118778,[BH 1 năm- Vừa sạc vừa sài] Quạt Mini Tích Điện Kẹp Xoay Siêu Mát Pin Trâu 4 Mức Gió - WeZen,"313,9k",102,WeZen_VN,9%,₫28.251,https://shopee.vn/product/1332921757/28168118778,https://s.shopee.vn/1qY726DDlH
25461104125,"Dụng cụ xay tỏi,ớt, hành Inochi - cao cấp tiện lợi dễ sử dụng","117,9k",80k+,INOCHI    ,12%,₫14.143,https://shopee.vn/product/415026290/25461104125,https://s.shopee.vn/8fORAenCtc
29416666887,【Bảo hành tại địa phương】 GOOJODOQ Quạt gấp 3 trong 1 180° im lặng 100 cấp độ có thể điều chỉnh siêu năng lượng gió Quạt di động Màn hình LED,"269,0k",200k+,Goojodoq Offical Shop.VN,12%,₫32.280,https://shopee.vn/product/1053077389/29416666887,https://s.shopee.vn/8phrMxmZYf
22989632674,Khăn Giấy Rút 1280 Tờ Treo Tường Bông Sen Vàng - BỊCH TO,"124,0k",200k+,Bông Sen Vàng Official Store,10%,₫12.400,https://shopee.vn/product/796123153/22989632674,https://s.shopee.vn/901HZGlwDi
41707307580,"Quạt phun sương tích điện mini, quạt điều hòa hơi nước để bàn làm việc 300ml 2 tốc độ gió chế độ phun nước","149,0k",36,Obear Home Store,32%,₫47.680,https://shopee.vn/product/1562517796/41707307580,https://s.shopee.vn/9AKhlZlIsl
27658618522,"1 Hộp Và Combo 2 Hộp 60 Túi Trà Gạo Lứt, Hoa Nhài, Cỏ Ngọt, Vừng Đen, Đậu Đen, Đậu Đỏ, Lá Nếp","109,0k",10k+,Siêu Thị Thiên Nhiên Oficial,24%,₫26.160,https://shopee.vn/product/86938441/27658618522,https://s.shopee.vn/808kNQpkFY
43552416637,Quạt mini cầm tay M2 5000mAh di động có thể sạc gió mạnh 100 tốc độ turbo phản lực màn hình hiển thị pin,"65,0k",3k+,DUYSTORE68,12%,₫7.800,https://shopee.vn/product/1385065291/43552416637,https://s.shopee.vn/8ASAZjp6ub
42473082129,"[KHĂN GIẤY SIÊU TO-460 TỜ CỠ ĐẠI] Giấy ăn rút Topgia sương mai dập vân 4D 460 tờ chắc chắn, siêu dai","110,0k",10k+,TopGia HCM Store,14%,₫15.400,https://shopee.vn/product/1016604648/42473082129,https://s.shopee.vn/8Klam2oTZe
51756559608,"Quạt Tích Điện Xiaomi S18 Pin 7200mAh Dùng Đến 20h, Gấp Gọn Kéo Dài 1m, Quạt Sạc Siêu Bền","310,0k",1k+,MiBox Vietnam,6%,₫18.600,https://shopee.vn/product/1310885889/51756559608,https://s.shopee.vn/8V50yLnqEh
24487224379,"[Set 200 Chiếc] Khẩu Trang 5D THỊNH PHÁT Chính Hãng Đủ Màu, 3 Lớp Kháng Khuẩn Chống Bụi Mịn Dễ Thở","47,0k",20k+,Khẩu Trang Xanh Shop ✅,14%,₫6.580,https://shopee.vn/product/111759639/24487224379,https://s.shopee.vn/9ztol6i8C0
23674985400,Quạt USB Goojodoq 3000MAh Bàn Xoay Mini Kẹp Di Động Màn Hình LED Quạt Di Động 5 tốc độ Bảo Hành Chính Hãng,"199,0k",8k+,GoojodoqMall.VN,14%,₫27.860,https://shopee.vn/product/958778013/23674985400,https://s.shopee.vn/AADExPhUr3
18120865798,"Thùng 30 gói giấy ăn cao cấp Gumi 3 lớp / 4 lớp mềm mịn, tiện lợi Khăn Giấy để Phòng Khách","64,0k",100k+,Gumivn,14%,₫8.960,https://shopee.vn/product/801176484/18120865798,https://s.shopee.vn/AKWf9igrW6
25178081936,"[𝐠𝐢𝐚𝐝𝐮𝐧𝐠𝐋𝐈𝐎𝐍] Quạt Tích Điện Pin 10 Cell Dùng Liên Tục 8H, Quạt Makita Để Bàn 2 Cấp Độ Gió Siêu Mát","230,0k",20k+,Gia dụng Lion,11%,₫25.300,https://shopee.vn/product/1055481295/25178081936,https://s.shopee.vn/AUq5M1gEB9
27176655236,"Áo Điều Hòa 2 Quạt Chính Hãng, Dung Lượng Pin 98.000mAh, Áo Chống Nắng Nam Nữ Có Quạt Gió Làm Mát Cực Nhanh","296,0k",4k+,KIZU STORE,10%,₫29.600,https://shopee.vn/product/112850434/27176655236,https://s.shopee.vn/9Ke7xskfXw
25976692704,"[ 8000mAh ] Quạt kẹp tích điện 3in1 YOOBAO F8 8000mAh tích hợp đèn led, sạc dự phòng, dùng liên tục 8 - 30 giờ","365,0k",6k+,Yoobao Việt Nam Store,6%,₫21.900,https://shopee.vn/product/253395329/25976692704,https://s.shopee.vn/9UxYABk2Cz
53152127566,"Nước Giặt Xả Đa Sắc TOPGIA Hương Huyền Diệu Dung Tích 2L Đánh Tan Vết Bẩn, Lưu Hương 72H","109,0k",10k+,TopGia HCM,14%,₫15.260,https://shopee.vn/product/729014007/53152127566,https://s.shopee.vn/9fGyMUjOs2
16858852570,Quạt tích điện lên đến 10H – Không lo mất điện | 2 ắc quy siêu bền | Nhỏ gọn để bàn – Dùng cả ngày,"650,0k",107,MAKXIM_VIETNAM,17%,₫110.500,https://shopee.vn/product/747323472/16858852570,https://s.shopee.vn/9paOYnilX5
13691635214,"Khăn Tắm, Khăn Gội, Khăn Mặt Royal Towel Sợi Cotton Mềm Mịn, Thấm Hút Tốt, Không Xổ Lông, Không Phai Màu","19,0k",700k+,Royal Towel,14%,₫2.660,https://shopee.vn/product/768543343/13691635214,https://s.shopee.vn/60NfzkxMJM
43066009946,GOOJODOQ Quạt năng lượng mặt trời  Mini có thể gập lại 4000 mAh Turbo Jet có thể sạc lại cầm tay Gió mạnh GFS014,"269,0k",10k+,Goojodoq Offical Shop.VN,12%,₫32.280,https://shopee.vn/product/1053077389/43066009946,https://s.shopee.vn/6Ah6C3wiyP
40661191165,Thùng 10 gói khăn uớt đa năng 80 tờ Gummi không cồn không parabens cao cấp,"90,0k",20k+,Giấy đa sắc organic,9%,₫8.100,https://shopee.vn/product/471619959/40661191165,https://s.shopee.vn/6L0WOMw5dS
25921291390,"Quạt điều hòa phun sương mini 500ml 2 tốc độ gió chế độ phun nước, Bảo hành 12 tháng","345,0k",10k+,KhoGiaDung 247,10%,₫34.500,https://shopee.vn/product/65525982/25921291390,https://s.shopee.vn/6VJwafvSIV
27414404899,"[Set 100 Cái] Khẩu trang 5D Thịnh Phát Chính Hãng Dày 3 Lớp Kháng Khuẩn, Lọc Bụi Mịn Ngăn Giọt Bắn","46,0k",10k+,Khẩu Trang Xanh Shop ✅,14%,₫6.440,https://shopee.vn/product/111759639/27414404899,https://s.shopee.vn/5L7zCWztfI
24485977926,Quạt mini GOOJODOQ 4000 mAh di động có thể sạc gió mạnh 100 tốc độ turbo phản lực,"258,0k",60k+,GOOJODOQ OFFICIAL SHOP,13%,₫33.540,https://shopee.vn/product/1356437574/24485977926,https://s.shopee.vn/5VRPOpzGKL
48807082242,"[COMBO MIX] Nước Giặt Xả TopGia Hương Huyền Diệu Hoa Nắng Dịu Nhẹ, An Toàn Lưu Hương 72H, Túi 2L","129,0k",2k+,TopGia HCM Store,13%,₫16.770,https://shopee.vn/product/1016604648/48807082242,https://s.shopee.vn/5fkpb8yczO
28562205184,"Quạt Tích Điện 2 Mức Gió, Kích Thước 8 Inch, pin 10 cell sử dụng 3-4h. Bảo Hành 12 Tháng","148,0k",300k+,GIA DỤNG SMART GOODS,10%,₫14.800,https://shopee.vn/product/1365720563/28562205184,https://s.shopee.vn/5q4FnRxzeR
23042139377,Máy Cạo Râu Yandou SC312 Sạc USB Kèm Hộp Sang Trọng,"159,0k",10k+,NOHA ACCESSORIES,9%,₫14.310,https://shopee.vn/product/16225824/23042139377,https://s.shopee.vn/7Kt3aCsHbk
45557033865,"GOOJODOQ Quạt Mini Tích Hợp Camera - 2 trong 1, Pin 2500mAh, Siêu Nhẹ 145g, Hàng Chính Hãng","549,0k",559,GoojodoqMall.VN,18%,₫98.820,https://shopee.vn/product/958778013/45557033865,https://s.shopee.vn/7VCTmVreGn
28254579366,"Khăn giấy rút Bông Sen Vàng treo tường Phiên Bản Mới,hàng Việt Nam chất lượng cao","124,0k",300k+,Bông Sen Vàng Official Store,10%,₫12.400,https://shopee.vn/product/796123153/28254579366,https://s.shopee.vn/7fVtyor0vq
29278620338,"Quạt Tích Điện Cao Cấp MILUXURY F188-Pin 8000mAh,5 Chế Độ Gió, Xoay 360°-Tích Hợp Đèn Ngủ Sang Trọng","1,4tr",1k+,MILUXURY_ECOM,10%,₫139.900,https://shopee.vn/product/1484771525/29278620338,https://s.shopee.vn/7ppKB7qNat
29800619141,Hộp Đựng Thực Phẩm Cao Cấp Modeco - Hộp Inox 304 Đựng Thức Ăn Có Nắp Đậy Kín Chống Rò Rỉ Đạt Chất Lượng LFGB,"146,0k",4k+,Modeco - Gia Dụng Thông Minh,14%,₫20.440,https://shopee.vn/product/818708860/29800619141,https://s.shopee.vn/6fdMmyuoxg
27332549082,Quạt Cầm Tay Mini Màn LED 4000mAh Sạc Nhanh quạt tích điện mini 100 tốc độ gió Siêu Cấp,"206,8k",2k+,BlueChip Online Store,14%,₫28.950,https://shopee.vn/product/34507583/27332549082,https://s.shopee.vn/6pwmzHuBcj
41772951971,"COMBO 5 Gói Khăn Lau Bao Sái Ban Thờ Thiên Phúc , HƯƠNG TRẦM - QUẾ AN TOÀN LÀNH TÍNH","29,9k",1k+,Tổng Kho Đèn Năng Lượng 999,14%,₫4.186,https://shopee.vn/product/1573259787/41772951971,https://s.shopee.vn/70GDBatYHm
28362115492,Sữa Dưỡng Thể Olay B3 - Olay Bright Ultra Whitening - Dưỡng Trắng Da Toàn Thân-chai 260ml,"320,0k",700k+,O lay Aesthetic,20%,₫64.000,https://shopee.vn/product/1327113312/28362115492,https://s.shopee.vn/7AZdNtsuwp
28905798352,[XẢ HÀNG] Cân Điện Tử Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,"96,0k",200k+,Gwell Store VN,4%,₫3.840,https://shopee.vn/product/718612388/28905798352,https://s.shopee.vn/3VgL1A6sO8
25823647047,Quạt Tích Điện Mini Kumo Quat Cầm Tay Du Lịch 4 Mức Điều Chỉnh Gió,"199,0k",2k+,Kumo Official,6%,₫11.940,https://shopee.vn/product/979413359/25823647047,https://s.shopee.vn/3LMuor7Vj7
27319278287,(ĐA KHO) Combo 6 Bịch Khăn Giấy Rút Top Gia Đa Sắc - Khăn Giấy Rút Treo Tường 4 Lớp Mềm Mịn An Toàn,"119,0k",3k+,Bách Hóa HANA 24h,9%,₫10.710,https://shopee.vn/product/1167558269/27319278287,https://s.shopee.vn/3qJBPm5biE
25829014733,"Quạt tích điện pin trâu 10 cell dùng 6 tiếng có xoay, 2 chế độ gió siêu mát, quạt tích điện để bàn","399,0k",10k+,Guckdo Việt Nam,13%,₫51.870,https://shopee.vn/product/1216649409/25829014733,https://s.shopee.vn/3fzlDT6F3D
23030649012,Ly Giữ Nhiệt Iced Americano Inox 304 Đúc Liền Khối Cao Cấp Có Nắp Đậy Tặng Kèm Ống Hút Hàng Loại 1,"45,0k",300k+,Kho sỉ gia dụng Vũ Hạnh,6%,₫2.700,https://shopee.vn/product/270409665/23030649012,https://s.shopee.vn/2qQeDw9Pk4
41829200117,"Quạt cầm tay mini S001 tích điện gió mạnh 16000 vòng/phút có dây đeo pin 4000mAh, màn hình LED Hiển Thị S001","125,0k",30k+,QuạtXinhMini360,12%,₫15.000,https://shopee.vn/product/1676133537/41829200117,https://s.shopee.vn/2g7E1dA353
43923088409,"Xịt Tẩy Đa Năng TopGia Sạch Dầu Mỡ Lâu Ngày, Tẩy Mọi Vết Bẩn Cứng Đầu Hiệu Quả, Chai 500ml","126,0k",8k+,TopGia HCM Store,13%,₫16.380,https://shopee.vn/product/1016604648/43923088409,https://s.shopee.vn/3B3UcY894A
28133129825,Quạt Tích Điện F2 Xoay Tự Động Qua Trái-Phải Loại Lớn 6inch Pin 20000mAh Tích Hợp Đèn Ngủ-Kèm Romte,"494,0k",142,HÀNG CÔNG NGHỆ MỚI,7%,₫34.581,https://shopee.vn/product/67687533/28133129825,https://s.shopee.vn/30k4QF8mP9
42859545836,Máy Hút Bụi Cầm Tay TAMASHIO Không Dây Nhật Bản 6 Đầu Hút Bảo Hành 12 Tháng SP01,"175,0k",50k+,HÚT BỤI NỘI ĐỊA TRUNG,17%,₫29.750,https://shopee.vn/product/1564606133/42859545836,https://s.shopee.vn/4qBibc1ngW
27761544802,"Quạt tích điện YOOBAO F8 8000.m.a.h, có đèn LED,  3 in1, dùng liên tục 7-30h, quạt không dây tiện lợi","639,0k",2k+,Yoobao,6%,₫38.340,https://shopee.vn/product/1361125292/27761544802,https://s.shopee.vn/4fsIPJ2R1V
27177881093,"Combo Nước Giặt Xả 3in1 TopGia Hương Huyền Diệu Dịu Nhẹ Túi 2L, An Toàn Lưu Hương 72H","249,0k",10k+,TopGia HCM Store,13%,₫32.370,https://shopee.vn/product/1016604648/27177881093,https://s.shopee.vn/5AoZ0E0X0c
24926927613,"[ DÙNG 10H ] Quạt Tích Điện To ORIKATO DN-3221 2 Bình Ắc Quy, Quạt Ắc Quy 2 Bình Kèm Đèn Chiếu Sáng Tiện Dụng X438","879,0k",273,Gia dụng Lion,11%,₫96.690,https://shopee.vn/product/1055481295/24926927613,https://s.shopee.vn/50V8nv1ALb
28958617666,"Trà Gạo Lứt , Đậu Đen, Hoa Nhài, Cỏ Ngọt, Vừng Đen, Đậu Đỏ, Lá Nếp Hộp 30 Túi Lọc","109,0k",5k+,Siêu Thị Thiên Nhiên Oficial,24%,₫26.160,https://shopee.vn/product/86938441/28958617666,https://s.shopee.vn/4Aw1oO4L2S
46405920360,"Quạt cổ cầm tay Mini Aecooly Click 01 Quạt rảnh tay mạnh mẽ, Từ tính Fit Click 01 USB có thể sạc lại [Thời gian làm mát tối đa 10H], Chạy bằng pin cá nhân","329,0k",935,Aecooly.vn,14%,₫46.060,https://shopee.vn/product/1618729021/46405920360,https://s.shopee.vn/40cbc54yNR
24864409989,"[Giá Sỉ] Đèn Bắt Muỗi Côn Trùng Điện Quang Thông Minh Dạng Lưới Điện An Toàn, Hiệu Quả.","120,0k",1k+,Tongkhododungtrangtri.decor,14%,₫16.800,https://shopee.vn/product/338922/24864409989,https://s.shopee.vn/4VYsD034MY
28968799107,"🔥 Quạt sạc,Quạt pin makita,Quạt Cầm Tay,Xoay được Quạt tích điện,10Cell,Kéo dài đến 8H","235,5k",2k+,hoàn hảo vô lỗi,13%,₫30.621,https://shopee.vn/product/1228968361/28968799107,https://s.shopee.vn/4LFS0h3hhX
24441433165,"Máy Sấy Tóc ION Âm 2 Chiều Nóng Lạnh Công Suất 2200W, Nóng Lạnh2 Chiều Chăm Sóc Tóc, Bảo Hành 12 Tháng - BONIE MALL","394,0k",100k+,Tổng Kho Hút Bụi Vietnam,12%,₫47.280,https://shopee.vn/product/1055813398/24441433165,https://s.shopee.vn/qfZqGH1ns
